Rabbit-population,Rabbit-max size,Rabbit-diet factor,Rabbit-#children,Rabbit-infant factor,Rabbit-growth factor,Rabbit-speed,Rabbit-heat Timer,Fox-population,Fox-max size,Fox-diet factor,Fox-#children,Fox-infant factor,Fox-growth factor,Fox-speed,Fox-heat Timer
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
5,2.98642725431779,0.0110477104454931,1.2,0.0712068423981817,0.17856090196053,3.02847560093644,19.9855018418967,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
4,3.00063259767298,0.0138096380568664,1.25,0.0803107836178681,0.191981250171065,3.02367458509283,19.967163427608,0,Infinity,NaN,Infinity,Infinity,Infinity,Infinity,Infinity
